note,velocity,time_symb,pitch,hand,time_wav
50,76,2088.34375,D3,L,1044.171875
47,68,2088.375,B2,L,1044.1875
47,0,2088.375,B2,L,1044.1875
50,0,2088.375,D3,L,1044.1875
55,0,2088.375,G3,L,1044.1875
43,79,2088.375,G2,L,1044.1875
50,76,2088.375,D3,L,1044.1875
55,72,2088.375,G3,L,1044.1875
83,91,2088.375,B5,R,1044.1875
71,73,2088.375,B4,R,1044.1875
43,0,2088.375,G2,L,1044.1875
43,0,2088.5,G2,L,1044.25
47,0,2088.5,B2,L,1044.25
50,0,2088.5,D3,L,1044.25
55,0,2088.5,G3,L,1044.25
83,0,2088.5,B5,R,1044.25
71,0,2088.5,B4,R,1044.25
72,86,2088.75,C5,R,1044.375
84,92,2088.75,C6,R,1044.375
38,80,2088.75,D2,L,1044.375
81,77,2088.75,A5,R,1044.375
78,73,2088.75,F#5,R,1044.375
81,0,2089.0,A5,R,1044.5
78,0,2089.0,F#5,R,1044.5
84,0,2089.0,C6,R,1044.5
38,0,2089.0,D2,L,1044.5
38,80,2089.0,D2,L,1044.5
42,82,2089.0,F#2,L,1044.5
72,0,2089.0,C5,R,1044.5
43,19,2089.125,G2,L,1044.5625
42,0,2089.125,F#2,L,1044.5625
45,64,2089.125,A2,R,1044.5625
48,68,2089.375,C3,R,1044.6875
45,0,2089.375,A2,R,1044.6875
48,68,2089.5,C3,R,1044.75
48,0,2089.5,C3,R,1044.75
43,0,2089.5,G2,L,1044.75
47,68,2089.5833333333335,B2,R,1044.7916666666667
48,0,2089.5833333333335,C3,R,1044.7916666666667
45,71,2089.6666666666665,A2,R,1044.8333333333333
47,0,2089.666666666667,B2,R,1044.8333333333335
45,0,2089.833333333333,A2,R,1044.9166666666665
43,63,2089.8333333333335,G2,R,1044.9166666666667
43,0,2090.0,G2,R,1045.0
38,0,2090.0,D2,L,1045.0
42,78,2090.0625,F#2,R,1045.03125
42,0,2090.25,F#2,R,1045.125
50,72,2090.25,D3,R,1045.125
50,0,2090.5,D3,R,1045.25
50,72,2090.5,D3,R,1045.25
54,72,2090.5,F#3,R,1045.25
50,0,2090.625,D3,R,1045.3125
57,68,2090.625,A3,R,1045.3125
54,0,2090.875,F#3,R,1045.4375
60,71,2090.875,C4,R,1045.4375
59,69,2091.0,B3,R,1045.5
60,71,2091.0,C4,R,1045.5
60,0,2091.0,C4,R,1045.5
57,0,2091.0,A3,R,1045.5
59,0,2091.25,B3,R,1045.625
60,0,2091.25,C4,R,1045.625
57,75,2091.25,A3,R,1045.625
55,68,2091.375,G3,R,1045.6875
57,0,2091.375,A3,R,1045.6875
54,66,2091.5,F#3,R,1045.75
55,0,2091.5,G3,R,1045.75
54,0,2091.75,F#3,R,1045.875
62,63,2091.75,D4,R,1045.875
66,70,2092.0,F#4,R,1046.0
62,0,2092.0,D4,R,1046.0
69,59,2092.1875,A4,L,1046.09375
69,0,2092.25,A4,L,1046.125
66,0,2092.25,F#4,R,1046.125
74,77,2092.25,D5,R,1046.125
74,0,2092.375,D5,R,1046.1875
78,74,2092.375,F#5,R,1046.1875
72,56,2092.375,C5,L,1046.1875
72,0,2092.5,C5,L,1046.25
71,64,2092.5,B4,L,1046.25
78,0,2092.5,F#5,R,1046.25
81,72,2092.5,A5,R,1046.25
69,62,2092.6666666666665,A4,L,1046.3333333333333
71,0,2092.6666666666665,B4,L,1046.3333333333333
81,0,2092.6666666666665,A5,R,1046.3333333333333
84,79,2092.6666666666665,C6,R,1046.3333333333333
69,0,2092.833333333333,A4,L,1046.4166666666665
67,71,2092.8333333333335,G4,L,1046.4166666666667
67,0,2093.0,G4,L,1046.5
84,0,2093.0,C6,R,1046.5
66,70,2093.0,F#4,R,1046.5
83,80,2093.0,B5,L,1046.5
66,0,2093.125,F#4,R,1046.5625
81,71,2093.125,A5,R,1046.5625
84,86,2093.25,C6,R,1046.625
83,79,2093.375,B5,R,1046.6875
81,0,2093.375,A5,R,1046.6875
83,79,2093.5,B5,R,1046.75
83,0,2093.5,B5,R,1046.75
83,0,2093.5625,B5,R,1046.78125
81,66,2093.5625,A5,R,1046.78125
81,0,2093.75,A5,R,1046.875
79,69,2093.75,G5,R,1046.875
79,0,2093.875,G5,R,1046.9375
78,80,2093.875,F#5,R,1046.9375
78,0,2094.0,F#5,R,1047.0
78,80,2094.0,F#5,R,1047.0
83,0,2094.0,B5,L,1047.0
84,0,2094.0,C6,R,1047.0
79,75,2094.1,G5,R,1047.05
78,0,2094.1,F#5,R,1047.05
79,0,2094.2,G5,R,1047.1
78,73,2094.2,F#5,R,1047.1
78,0,2094.2999999999997,F#5,R,1047.1499999999999
76,75,2094.3,E5,R,1047.15
76,0,2094.6000000000004,E5,R,1047.3000000000002
75,98,2094.8,D#5,R,1047.4
69,76,2094.8,A4,R,1047.4
66,90,2094.8,F#4,R,1047.4
59,97,2095.0,B3,L,1047.5
54,92,2095.0,F#3,L,1047.5
51,90,2095.0,D#3,L,1047.5
69,0,2095.0,A4,R,1047.5
47,85,2095.0,B2,L,1047.5
66,0,2095.0,F#4,R,1047.5
69,76,2095.0,A4,R,1047.5
66,90,2095.0,F#4,R,1047.5
75,0,2095.0,D#5,R,1047.5
75,98,2095.0,D#5,R,1047.5
51,66,2096.0,D#3,L,1048.0
47,0,2096.0,B2,L,1048.0
51,0,2096.0,D#3,L,1048.0
54,0,2096.0,F#3,L,1048.0
59,0,2096.0,B3,L,1048.0
47,70,2096.0,B2,L,1048.0
54,57,2096.0,F#3,L,1048.0
75,0,2096.0,D#5,R,1048.0
66,0,2096.0,F#4,R,1048.0
69,0,2096.0,A4,R,1048.0
66,68,2096.0,F#4,R,1048.0
71,48,2096.0,B4,R,1048.0
59,73,2096.0,B3,L,1048.0
75,84,2096.0,D#5,R,1048.0
54,0,2096.375,F#3,L,1048.1875
75,100,2096.375,D#5,R,1048.1875
66,0,2096.375,F#4,R,1048.1875
71,55,2096.375,B4,R,1048.1875
71,0,2096.375,B4,R,1048.1875
66,84,2096.375,F#4,R,1048.1875
47,0,2096.375,B2,L,1048.1875
51,0,2096.375,D#3,L,1048.1875
59,0,2096.375,B3,L,1048.1875
75,0,2096.375,D#5,R,1048.1875
47,87,2096.40625,B2,L,1048.203125
59,86,2096.40625,B3,L,1048.203125
54,80,2096.40625,F#3,L,1048.203125
51,76,2096.40625,D#3,L,1048.203125
59,0,2096.5,B3,L,1048.25
54,0,2096.5,F#3,L,1048.25
51,0,2096.5,D#3,L,1048.25
47,0,2096.5,B2,L,1048.25
47,87,2096.5,B2,L,1048.25
75,0,2096.5,D#5,R,1048.25
51,76,2096.5,D#3,L,1048.25
66,0,2096.5,F#4,R,1048.25
69,18,2096.5,A4,R,1048.25
75,100,2096.5,D#5,R,1048.25
71,55,2096.5,B4,R,1048.25
71,0,2096.5,B4,R,1048.25
69,0,2097.0,A4,R,1048.5
47,0,2097.0,B2,L,1048.5
51,0,2097.0,D#3,L,1048.5
75,0,2097.0,D#5,R,1048.5
71,0,2097.0,B4,R,1048.5
40,69,2097.5,E2,L,1048.75
43,44,2097.5,G2,L,1048.75
47,70,2097.5,B2,L,1048.75
52,68,2097.5,E3,L,1048.75
67,75,2097.5,G4,R,1048.75
76,74,2097.5,E5,R,1048.75
52,0,2097.875,E3,L,1048.9375
47,0,2097.875,B2,L,1048.9375
43,0,2097.875,G2,L,1048.9375
40,0,2097.875,E2,L,1048.9375
35,85,2097.90625,B1,L,1048.953125
42,84,2097.90625,F#2,L,1048.953125
47,75,2097.90625,B2,L,1048.953125
39,81,2097.90625,D#2,L,1048.953125
39,0,2098.0,D#2,L,1049.0
42,0,2098.0,F#2,L,1049.0
47,0,2098.0,B2,L,1049.0
35,0,2098.0,B1,L,1049.0
76,0,2098.0,E5,R,1049.0
69,87,2098.0,A4,R,1049.0
75,69,2098.0,D#5,R,1049.0
78,97,2098.0,F#5,R,1049.0
67,0,2098.0,G4,R,1049.0
69,0,2099.0,A4,R,1049.5
75,0,2099.0,D#5,R,1049.5
78,0,2099.0,F#5,R,1049.5
78,83,2099.0625,F#5,R,1049.53125
51,70,2099.0625,D#3,L,1049.53125
47,70,2099.0625,B2,L,1049.53125
59,62,2099.0625,B3,L,1049.53125
54,60,2099.0625,F#3,L,1049.53125
75,52,2099.0625,D#5,R,1049.53125
66,71,2099.0625,F#4,R,1049.53125
78,0,2099.25,F#5,R,1049.625
54,0,2099.25,F#3,L,1049.625
59,0,2099.25,B3,L,1049.625
66,0,2099.25,F#4,R,1049.625
47,0,2099.25,B2,L,1049.625
75,0,2099.25,D#5,R,1049.625
51,0,2099.25,D#3,L,1049.625
47,81,2099.5,B2,L,1049.75
51,69,2099.5,D#3,L,1049.75
75,70,2099.5,D#5,R,1049.75
54,70,2099.5,F#3,L,1049.75
66,85,2099.5,F#4,R,1049.75
69,69,2099.5,A4,R,1049.75
78,101,2099.5,F#5,R,1049.75
59,80,2099.5,B3,L,1049.75
71,37,2099.5625,B4,R,1049.78125
71,0,2099.75,B4,R,1049.875
59,0,2100.0,B3,L,1050.0
66,0,2100.0,F#4,R,1050.0
51,0,2100.0,D#3,L,1050.0
47,0,2100.0,B2,L,1050.0
78,0,2100.0,F#5,R,1050.0
75,0,2100.0,D#5,R,1050.0
69,0,2100.0,A4,R,1050.0
54,0,2100.0,F#3,L,1050.0
67,81,2100.5625,G4,R,1050.28125
79,86,2100.5625,G5,R,1050.28125
47,60,2100.5625,B2,L,1050.28125
40,71,2100.5625,E2,L,1050.28125
52,54,2100.5625,E3,L,1050.28125
67,0,2100.625,G4,R,1050.3125
43,16,2100.625,G2,R,1050.3125
79,0,2100.75,G5,R,1050.375
40,0,2100.75,E2,L,1050.375
47,0,2100.75,B2,L,1050.375
52,0,2100.75,E3,L,1050.375
43,0,2101.0,G2,R,1050.5
81,87,2101.0,A5,R,1050.5
69,81,2101.0,A4,L,1050.5
78,66,2101.0,F#5,L,1050.5
81,0,2101.0416666666665,A5,R,1050.5208333333333
35,60,2101.0416666666665,B1,R,1050.5208333333333
69,0,2101.0625,A4,L,1050.53125
78,0,2101.0625,F#5,L,1050.53125
33,60,2101.0625,A1,L,1050.53125
35,0,2101.125,B1,R,1050.5625
35,60,2101.125,B1,R,1050.5625
39,71,2101.25,D#2,L,1050.625
33,0,2101.25,A1,L,1050.625
42,73,2101.375,F#2,L,1050.6875
42,0,2101.5,F#2,L,1050.75
45,68,2101.5,A2,L,1050.75
35,0,2101.5,B1,R,1050.75
39,0,2101.75,D#2,L,1050.875
43,70,2101.75,G2,L,1050.875
45,0,2101.75,A2,L,1050.875
42,66,2101.875,F#2,L,1050.9375
40,64,2102.0,E2,L,1051.0
42,66,2102.0,F#2,L,1051.0
42,0,2102.0,F#2,L,1051.0
43,0,2102.0,G2,L,1051.0
40,0,2102.25,E2,L,1051.125
39,74,2102.25,D#2,L,1051.125
47,68,2102.5,B2,L,1051.25
42,0,2102.5,F#2,L,1051.25
39,0,2102.75,D#2,L,1051.375
51,72,2102.75,D#3,L,1051.375
54,70,2103.0,F#3,L,1051.5
47,0,2103.0,B2,L,1051.5
51,0,2103.0,D#3,L,1051.5
57,72,2103.125,A3,L,1051.5625
55,73,2103.25,G3,L,1051.625
54,0,2103.25,F#3,L,1051.625
57,0,2103.5,A3,L,1051.75
54,78,2103.5,F#3,L,1051.75
55,0,2103.5,G3,L,1051.75
52,63,2103.625,E3,L,1051.8125
54,0,2103.625,F#3,L,1051.8125
51,71,2103.75,D#3,L,1051.875
52,0,2103.75,E3,L,1051.875
51,0,2104.0,D#3,L,1052.0
59,65,2104.0,B3,L,1052.0
63,67,2104.25,D#4,L,1052.125
59,0,2104.25,B3,L,1052.125
66,70,2104.375,F#4,L,1052.1875
63,0,2104.375,D#4,L,1052.1875
66,0,2104.5,F#4,L,1052.25
69,66,2104.5,A4,L,1052.25
69,0,2104.75,A4,L,1052.375
67,75,2104.75,G4,L,1052.375
66,74,2104.875,F#4,L,1052.4375
66,0,2105.0,F#4,L,1052.5
66,74,2105.0,F#4,L,1052.5
64,71,2105.0,E4,L,1052.5
67,0,2105.0,G4,L,1052.5
63,75,2105.25,D#4,L,1052.625
64,0,2105.25,E4,L,1052.625
71,68,2105.5,B4,L,1052.75
63,0,2105.5,D#4,L,1052.75
71,0,2105.6666666666665,B4,L,1052.8333333333333
75,75,2105.6666666666665,D#5,L,1052.8333333333333
75,0,2105.833333333333,D#5,L,1052.9166666666665
78,72,2105.8333333333335,F#5,L,1052.9166666666667
78,0,2106.0,F#5,L,1053.0
81,72,2106.0,A5,L,1053.0
66,0,2106.0,F#4,L,1053.0
81,0,2106.1666666666665,A5,L,1053.0833333333333
79,74,2106.1666666666665,G5,L,1053.0833333333333
79,0,2106.333333333333,G5,L,1053.1666666666665
78,77,2106.3333333333335,F#5,L,1053.1666666666667
76,64,2106.5,E5,L,1053.25
78,0,2106.5,F#5,L,1053.25
75,73,2106.625,D#5,L,1053.3125
76,0,2106.625,E5,L,1053.3125
75,0,2107.0,D#5,L,1053.5
39,54,2107.0,D#2,L,1053.5
42,55,2107.0625,F#2,L,1053.53125
45,69,2107.25,A2,L,1053.625
42,0,2107.25,F#2,L,1053.625
39,0,2107.375,D#2,L,1053.6875
48,65,2107.375,C3,L,1053.6875
48,0,2107.5,C3,L,1053.75
48,65,2107.5,C3,L,1053.75
45,0,2107.5,A2,L,1053.75
47,71,2107.5,B2,L,1053.75
45,67,2107.75,A2,L,1053.875
47,0,2107.75,B2,L,1053.875
43,56,2108.0,G2,L,1054.0
45,0,2108.0,A2,L,1054.0
48,0,2108.0,C3,L,1054.0
42,70,2108.125,F#2,L,1054.0625
43,0,2108.125,G2,L,1054.0625
51,61,2108.375,D#3,L,1054.1875
42,0,2108.375,F#2,L,1054.1875
51,0,2108.5,D#3,L,1054.25
51,61,2108.5,D#3,L,1054.25
54,61,2108.625,F#3,L,1054.3125
51,0,2108.625,D#3,L,1054.3125
57,64,2108.75,A3,L,1054.375
54,0,2108.75,F#3,L,1054.375
60,71,2108.875,C4,L,1054.4375
57,0,2109.0,A3,L,1054.5
60,0,2109.0,C4,L,1054.5
60,71,2109.0,C4,L,1054.5
59,61,2109.0,B3,L,1054.5
57,64,2109.25,A3,L,1054.625
59,0,2109.25,B3,L,1054.625
55,62,2109.5,G3,L,1054.75
57,0,2109.5,A3,L,1054.75
55,0,2109.6875,G3,L,1054.84375
54,69,2109.6875,F#3,L,1054.84375
54,0,2109.75,F#3,L,1054.875
60,0,2110.0,C4,L,1055.0
63,63,2110.0,D#4,L,1055.0
63,0,2110.1666666666665,D#4,L,1055.0833333333333
66,67,2110.1666666666665,F#4,L,1055.0833333333333
69,64,2110.4166666666665,A4,L,1055.2083333333333
66,0,2110.4166666666665,F#4,L,1055.2083333333333
69,0,2110.5,A4,L,1055.25
72,64,2110.5,C5,L,1055.25
75,75,2110.5833333333335,D#5,R,1055.2916666666667
78,75,2110.6666666666665,F#5,R,1055.3333333333333
75,0,2110.666666666667,D#5,R,1055.3333333333335
78,0,2110.833333333333,F#5,R,1055.4166666666665
71,62,2110.8333333333335,B4,R,1055.4166666666667
81,67,2110.875,A5,L,1055.4375
81,67,2111.0,A5,L,1055.5
71,0,2111.0,B4,R,1055.5
72,0,2111.0,C5,L,1055.5
84,75,2111.0,C6,R,1055.5
81,0,2111.0,A5,L,1055.5
69,65,2111.0,A4,L,1055.5
67,63,2111.125,G4,L,1055.5625
69,0,2111.125,A4,L,1055.5625
84,0,2111.25,C6,R,1055.625
83,71,2111.2916666666665,B5,R,1055.6458333333333
83,0,2111.333333333333,B5,R,1055.6666666666665
66,67,2111.3333333333335,F#4,R,1055.6666666666667
81,73,2111.4166666666665,A5,R,1055.7083333333333
66,0,2111.416666666667,F#4,R,1055.7083333333335
67,0,2111.5,G4,L,1055.75
81,0,2111.5,A5,R,1055.75
81,73,2111.5,A5,R,1055.75
81,0,2111.625,A5,R,1055.8125
87,81,2111.625,D#6,R,1055.8125
87,0,2111.875,D#6,R,1055.9375
81,64,2111.875,A5,R,1055.9375
81,0,2112.0,A5,L,1056.0
90,66,2112.0,F#6,R,1056.0
81,0,2112.0,A5,R,1056.0
87,66,2112.25,D#6,R,1056.125
90,0,2112.25,F#6,R,1056.125
90,66,2113.0,F#6,R,1056.5
87,0,2113.0,D#6,R,1056.5
90,0,2115.0,F#6,R,1057.5
77,46,2117.0,F5,L,1058.5
80,52,2117.0,G#5,R,1058.5
78,57,2117.5,F#5,L,1058.75
77,0,2117.5,F5,L,1058.75
80,0,2117.5,G#5,R,1058.75
81,59,2117.5,A5,R,1058.75
77,50,2118.0,F5,L,1059.0
81,0,2118.0,A5,R,1059.0
80,60,2118.0,G#5,R,1059.0
78,0,2118.0,F#5,L,1059.0
77,0,2118.25,F5,L,1059.125
80,0,2118.25,G#5,R,1059.125
81,58,2118.25,A5,R,1059.125
78,54,2118.25,F#5,L,1059.125
78,0,2119.0,F#5,L,1059.5
81,0,2119.0,A5,R,1059.5
80,58,2120.3333333333335,G#5,R,1060.1666666666667
77,44,2120.3333333333335,F5,L,1060.1666666666667
81,62,2120.6666666666665,A5,R,1060.3333333333333
78,59,2120.6666666666665,F#5,L,1060.3333333333333
80,0,2120.666666666667,G#5,R,1060.3333333333335
77,0,2120.666666666667,F5,L,1060.3333333333335
78,0,2121.0,F#5,L,1060.5
77,53,2121.0,F5,L,1060.5
81,0,2121.0,A5,R,1060.5
80,62,2121.0,G#5,R,1060.5
77,0,2121.5,F5,L,1060.75
81,62,2121.5,A5,R,1060.75
80,0,2121.5,G#5,R,1060.75
78,62,2121.5,F#5,L,1060.75
81,0,2122.0,A5,R,1061.0
78,0,2122.0,F#5,L,1061.0
73,49,2123.5,C#5,L,1061.75
77,50,2123.5,F5,R,1061.75
73,0,2123.875,C#5,L,1061.9375
74,57,2123.875,D5,L,1061.9375
74,0,2124.0,D5,L,1062.0
74,57,2124.0,D5,L,1062.0
77,0,2124.0,F5,R,1062.0
78,66,2124.0,F#5,R,1062.0
77,59,2124.25,F5,R,1062.125
74,0,2124.3333333333335,D5,L,1062.1666666666667
73,57,2124.3333333333335,C#5,L,1062.1666666666667
74,54,2124.6666666666665,D5,L,1062.3333333333333
73,0,2124.666666666667,C#5,L,1062.3333333333335
78,0,2124.75,F#5,R,1062.375
78,62,2124.75,F#5,R,1062.375
74,0,2125.0,D5,L,1062.5
78,0,2125.0,F#5,R,1062.5
77,0,2125.0,F5,R,1062.5
78,58,2126.75,F#5,R,1063.375
75,54,2126.75,D#5,L,1063.375
79,61,2127.0,G5,R,1063.5
76,51,2127.0,E5,L,1063.5
78,0,2127.0,F#5,R,1063.5
78,58,2127.0,F#5,R,1063.5
75,0,2127.0,D#5,L,1063.5
75,54,2127.0,D#5,L,1063.5
78,65,2127.5,F#5,R,1063.75
79,0,2127.5,G5,R,1063.75
75,65,2127.5,D#5,L,1063.75
76,0,2127.5,E5,L,1063.75
78,0,2128.0,F#5,R,1064.0
79,66,2128.0,G5,R,1064.0
75,0,2128.0,D#5,L,1064.0
76,54,2128.0,E5,L,1064.0
75,0,2128.0,D#5,L,1064.0
78,0,2128.0,F#5,R,1064.0
76,0,2129.0,E5,L,1064.5
79,0,2129.0,G5,R,1064.5
72,50,2130.0,C5,L,1065.0
75,56,2130.0,D#5,R,1065.0
76,58,2130.25,E5,R,1065.125
73,50,2130.3333333333335,C#5,L,1065.1666666666667
72,0,2130.3333333333335,C5,L,1065.1666666666667
75,0,2130.5,D#5,R,1065.25
75,66,2130.5,D#5,R,1065.25
72,50,2130.6666666666665,C5,L,1065.3333333333333
73,0,2130.666666666667,C#5,L,1065.3333333333335
73,56,2131.0,C#5,L,1065.5
75,0,2131.0,D#5,R,1065.5
72,0,2131.0,C5,L,1065.5
76,57,2131.0,E5,R,1065.5
76,0,2131.0,E5,R,1065.5
73,0,2132.0,C#5,L,1066.0
76,0,2132.0,E5,R,1066.0
76,60,2133.0,E5,R,1066.5
73,58,2133.0,C#5,L,1066.5
73,0,2133.5,C#5,L,1066.75
76,0,2133.5,E5,R,1066.75
77,70,2133.5,F5,R,1066.75
74,64,2133.5,D5,L,1066.75
74,0,2134.0,D5,L,1067.0
77,0,2134.0,F5,R,1067.0
75,74,2134.5,D#5,R,1067.25
71,61,2134.5,B4,L,1067.25
72,65,2135.0,C5,L,1067.5
76,76,2135.0,E5,R,1067.5
75,0,2135.0,D#5,R,1067.5
71,0,2135.0,B4,L,1067.5
76,0,2136.0,E5,R,1068.0
72,0,2136.0,C5,L,1068.0
73,78,2136.25,C#5,R,1068.125
70,77,2136.25,A#4,L,1068.125
71,71,2136.5,B4,L,1068.25
74,79,2136.5,D5,R,1068.25
71,0,2137.0,B4,L,1068.5
73,0,2137.0,C#5,R,1068.5
74,0,2137.0,D5,R,1068.5
70,0,2137.0,A#4,L,1068.5
71,73,2138.0,B4,R,1069.0
68,73,2138.0,G#4,L,1069.0
68,0,2138.25,G#4,L,1069.125
69,74,2138.25,A4,L,1069.125
71,0,2138.25,B4,R,1069.125
72,86,2138.25,C5,R,1069.125
72,0,2139.0,C5,R,1069.5
69,0,2139.0,A4,L,1069.5
75,84,2139.3333333333335,D#5,R,1069.6666666666667
71,70,2139.3333333333335,B4,L,1069.6666666666667
72,80,2139.6666666666665,C5,L,1069.8333333333333
76,82,2139.6666666666665,E5,R,1069.8333333333333
71,0,2139.666666666667,B4,L,1069.8333333333335
75,0,2139.666666666667,D#5,R,1069.8333333333335
76,0,2140.0,E5,R,1070.0
72,80,2140.0,C5,L,1070.0
76,82,2140.0,E5,R,1070.0
72,0,2140.0,C5,L,1070.0
76,0,2141.0,E5,R,1070.5
72,0,2141.0,C5,L,1070.5
70,80,2141.0,A#4,L,1070.5
73,85,2141.0,C#5,R,1070.5
73,0,2141.25,C#5,R,1070.625
74,87,2141.25,D5,R,1070.625
70,0,2141.25,A#4,L,1070.625
71,80,2141.25,B4,L,1070.625
74,0,2142.0,D5,R,1071.0
71,0,2142.0,B4,L,1071.0
71,79,2142.5,B4,R,1071.25
68,81,2142.5,G#4,L,1071.25
72,87,2143.0,C5,R,1071.5
68,0,2143.0,G#4,L,1071.5
69,83,2143.0,A4,L,1071.5
71,0,2143.0,B4,R,1071.5
66,82,2144.0,F#4,L,1072.0
70,85,2144.0,A#4,R,1072.0
72,0,2144.0,C5,R,1072.0
69,0,2144.0,A4,L,1072.0
71,81,2144.5,B4,R,1072.25
70,0,2144.5,A#4,R,1072.25
67,85,2144.5,G4,L,1072.25
66,0,2144.5,F#4,L,1072.25
71,0,2145.0,B4,R,1072.5
67,0,2145.0,G4,L,1072.5
75,84,2145.5,D#5,R,1072.75
63,83,2145.5,D#4,L,1072.75
64,85,2145.875,E4,L,1072.9375
63,0,2145.875,D#4,L,1072.9375
76,87,2145.875,E5,R,1072.9375
75,0,2145.875,D#5,R,1072.9375
64,0,2146.0,E4,L,1073.0
76,0,2146.0,E5,R,1073.0
76,87,2146.3333333333335,E5,R,1073.1666666666667
64,83,2146.3333333333335,E4,L,1073.1666666666667
74,81,2146.6666666666665,D5,R,1073.3333333333333
62,77,2146.6666666666665,D4,L,1073.3333333333333
76,0,2146.666666666667,E5,R,1073.3333333333335
64,0,2146.666666666667,E4,L,1073.3333333333335
74,86,2147.0,D5,R,1073.5
62,0,2147.0,D4,L,1073.5
62,79,2147.0,D4,L,1073.5
74,0,2147.0,D5,R,1073.5
60,79,2147.5,C4,L,1073.75
74,0,2147.5,D5,R,1073.75
72,83,2147.5,C5,R,1073.75
62,0,2147.5,D4,L,1073.75
72,0,2147.6666666666665,C5,R,1073.8333333333333
60,0,2147.6666666666665,C4,L,1073.8333333333333
60,79,2147.9166666666665,C4,L,1073.9583333333333
72,80,2147.9166666666665,C5,R,1073.9583333333333
72,0,2148.0,C5,R,1074.0
60,79,2148.0,C4,L,1074.0
60,0,2148.0,C4,L,1074.0
72,80,2148.0,C5,R,1074.0
72,0,2148.3333333333335,C5,R,1074.1666666666667
71,76,2148.3333333333335,B4,R,1074.1666666666667
59,78,2148.3333333333335,B3,L,1074.1666666666667
60,0,2148.3333333333335,C4,L,1074.1666666666667
71,76,2148.6666666666665,B4,R,1074.3333333333333
59,79,2148.6666666666665,B3,L,1074.3333333333333
59,0,2148.666666666667,B3,L,1074.3333333333335
71,0,2148.666666666667,B4,R,1074.3333333333335
57,80,2149.0,A3,L,1074.5
59,0,2149.0,B3,L,1074.5
69,81,2149.0,A4,R,1074.5
71,0,2149.0,B4,R,1074.5
57,79,2149.5,A3,L,1074.75
69,0,2149.5,A4,R,1074.75
57,0,2149.5,A3,L,1074.75
69,79,2149.5833333333335,A4,R,1074.7916666666667
57,0,2149.75,A3,L,1074.875
55,77,2149.8125,G3,L,1074.90625
69,0,2149.8333333333335,A4,R,1074.9166666666667
67,84,2149.8333333333335,G4,R,1074.9166666666667
67,0,2150.0,G4,R,1075.0
55,0,2150.0,G3,L,1075.0
55,81,2150.25,G3,L,1075.125
67,82,2150.25,G4,R,1075.125
55,0,2150.5,G3,L,1075.25
67,0,2150.5,G4,R,1075.25
54,77,2150.5625,F#3,L,1075.28125
66,77,2150.5625,F#4,R,1075.28125
54,0,2150.75,F#3,L,1075.375
66,0,2150.75,F#4,R,1075.375
54,73,2151.0,F#3,L,1075.5
66,76,2151.0,F#4,R,1075.5
54,0,2151.3333333333335,F#3,L,1075.6666666666667
66,0,2151.3333333333335,F#4,R,1075.6666666666667
52,72,2151.3333333333335,E3,L,1075.6666666666667
64,76,2151.3333333333335,E4,R,1075.6666666666667
64,0,2151.5,E4,R,1075.75
52,75,2151.6666666666665,E3,L,1075.8333333333333
52,0,2151.666666666667,E3,L,1075.8333333333335
64,78,2151.75,E4,R,1075.875
64,78,2152.0,E4,R,1076.0
64,0,2152.0,E4,R,1076.0
52,0,2152.0,E3,L,1076.0
52,75,2152.0,E3,L,1076.0
66,86,2152.125,F#4,R,1076.0625
54,82,2152.125,F#3,L,1076.0625
52,0,2152.125,E3,L,1076.0625
64,0,2152.125,E4,R,1076.0625
66,64,2152.5,F#4,R,1076.25
66,0,2152.5,F#4,R,1076.25
54,0,2152.5,F#3,L,1076.25
54,71,2152.5,F#3,L,1076.25
66,0,2152.875,F#4,R,1076.4375
54,0,2152.875,F#3,L,1076.4375
52,64,2152.875,E3,L,1076.4375
64,67,2152.875,E4,R,1076.4375
64,0,2153.0,E4,R,1076.5
52,0,2153.0,E3,L,1076.5
64,66,2153.25,E4,R,1076.625
52,67,2153.25,E3,L,1076.625
52,67,2153.5,E3,L,1076.75
52,0,2153.5,E3,L,1076.75
64,0,2153.5,E4,R,1076.75
64,66,2153.5,E4,R,1076.75
64,0,2153.6875,E4,R,1076.84375
54,71,2153.6875,F#3,L,1076.84375
52,0,2153.6875,E3,L,1076.84375
66,70,2153.6875,F#4,R,1076.84375
66,0,2153.75,F#4,R,1076.875
54,0,2153.75,F#3,L,1076.875
66,58,2154.0,F#4,R,1077.0
54,60,2154.0,F#3,L,1077.0
54,0,2154.5,F#3,L,1077.25
66,0,2154.5,F#4,R,1077.25
64,61,2154.5833333333335,E4,R,1077.2916666666667
52,58,2154.5833333333335,E3,L,1077.2916666666667
64,0,2154.666666666667,E4,R,1077.3333333333335
52,0,2154.666666666667,E3,L,1077.3333333333335
52,57,2154.8333333333335,E3,L,1077.4166666666667
64,57,2154.8333333333335,E4,R,1077.4166666666667
64,0,2155.0,E4,R,1077.5
52,0,2155.0,E3,L,1077.5
52,57,2155.0,E3,L,1077.5
64,57,2155.0,E4,R,1077.5
66,63,2155.25,F#4,R,1077.625
64,0,2155.25,E4,R,1077.625
54,67,2155.25,F#3,L,1077.625
52,0,2155.25,E3,L,1077.625
54,54,2155.75,F#3,L,1077.875
54,0,2155.75,F#3,L,1077.875
66,0,2155.75,F#4,R,1077.875
